row_number,status,duplicate_of,date,amount,type,category,description,vendor,customer,payment_method,reference_number,invoice_number,gst_amount,tds_amount,status,notes
7249,imported,,2023-05-25,41966.84,salary,Salaries,Staff salary - payroll run,,,upi,REF2023760309,INV-2023-33153,0.0,4196.68,pending,
7250,duplicate_flagged,Same invoice number as an existing transaction,2024-10-15,469873.47,income,Interest Income,Client project milestone payment,,Corporate Client,upi,REF2024658901,INV-2024-71470,20976.49,0.0,completed,
7251,imported,,2025-10-10,139474.16,expense,Rent,Repair and maintenance work,Reliable Electricals,,upi,REF2025739959,INV-2025-39146,14943.66,0.0,pending,
7252,imported,,2023-10-11,79410.15,salary,Salaries,Monthly salary payout,,,upi,REF2023555313,INV-2023-81639,0.0,1588.2,completed,
7253,imported,,2022-10-09,5811.35,expense,Marketing,Raw material purchase,Delta Security Services,,debit_card,REF2022938725,INV-2022-85894,0.0,0.0,completed,
7254,imported,,2023-02-09,15617.55,income,Service Revenue,Invoice payment received,,Walk-in Customer,upi,REF2023970670,INV-2023-73286,0.0,0.0,completed,
7255,imported,,2021-04-30,404334.54,income,Sales,Invoice payment received,,,credit_card,REF2021111077,INV-2021-92567,46209.66,0.0,completed,
7256,imported,,2026-01-15,233705.62,income,Other Income,Service contract payment,,,bank_transfer,REF2026260895,INV-2026-88363,0.0,0.0,completed,
7257,imported,,2021-08-29,37161.01,expense,Office Supplies,Raw material purchase,,,debit_card,REF2021936346,INV-2021-28811,3779.09,0.0,completed,
7258,duplicate_flagged,Same invoice number as an existing transaction,2024-12-05,112167.47,investment,Travel,Mutual fund investment,,,upi,REF2024833243,INV-2024-82575,0.0,0.0,completed,
7259,imported,,2025-05-09,256118.26,income,Other Income,Retainer fee received,,,debit_card,REF2025652899,INV-2025-24789,0.0,0.0,completed,
7260,imported,,2026-06-14,321086.88,income,Service Revenue,Retainer fee received,,,cash,REF2026247400,INV-2026-61189,32652.9,0.0,completed,
7261,imported,,2025-06-01,423736.63,income,Service Revenue,Export order payment,,Corporate Client,net_banking,REF2025337476,INV-2025-18205,0.0,0.0,completed,
7262,imported,,2023-09-19,225554.45,income,Service Revenue,Client project milestone payment,,Retail Buyer,bank_transfer,REF2023589021,INV-2023-58399,10069.4,0.0,completed,
7263,imported,,2024-11-16,46222.73,expense,Rent,Business travel expense,CloudNet Hosting,,net_banking,REF2024423516,INV-2024-29043,0.0,0.0,completed,
7264,imported,,2021-04-27,450878.32,income,Sales,Export order payment,,Retail Buyer,net_banking,REF2021394613,INV-2021-16492,45852.03,0.0,completed,
7265,imported,,2022-04-20,400384.24,loan,Professional Fees,Loan disbursement received,,,debit_card,REF2022845518,INV-2022-58652,0.0,0.0,completed,
7266,imported,,2024-06-13,142798.25,expense,Other Expense,Software subscription renewal,Delta Security Services,,bank_transfer,REF2024448405,INV-2024-21251,21782.78,0.0,completed,
7267,imported,,2025-10-24,495909.84,investment,Bank Charges,Equity purchase,,,debit_card,REF2025467852,INV-2025-49930,0.0,0.0,completed,
7268,imported,,2021-06-26,100589.24,expense,Rent,Raw material purchase,,,bank_transfer,REF2021273397,INV-2021-20465,0.0,0.0,completed,
7269,imported,,2024-12-04,93714.79,expense,Salaries,Courier and freight charges,Apex Office Supplies,,cheque,REF2024802551,INV-2024-66253,0.0,0.0,completed,
7270,duplicate_flagged,Same reference number as an existing transaction,2022-10-04,308246.15,income,Other Income,Retainer fee received,,,upi,REF2022968003,INV-2022-98258,0.0,0.0,completed,
7271,imported,,2023-05-20,47107.98,income,Sales,Invoice payment received,,,upi,REF2023582774,INV-2023-51592,2243.24,0.0,completed,
7272,duplicate_flagged,Same invoice number as an existing transaction,2024-04-08,54668.68,salary,Salaries,Monthly salary payout,,,upi,REF2024561151,INV-2024-15099,0.0,0.0,completed,
7273,imported,,2025-10-19,82321.48,salary,Salaries,Staff salary - payroll run,,,upi,REF2025234912,INV-2025-93029,0.0,0.0,completed,
7274,imported,,2021-08-17,58445.82,expense,Other Expense,Vendor invoice settlement,,,upi,REF2021586642,INV-2021-25562,6262.05,0.0,completed,
7275,imported,,2024-08-10,26307.65,salary,Salaries,Monthly salary payout,,,bank_transfer,REF2024424624,INV-2024-60292,0.0,2630.77,cancelled,
7276,imported,,2024-06-22,465461.44,income,Sales,Retainer fee received,,,wallet,REF2024851917,INV-2024-71759,53195.59,0.0,completed,
7277,imported,,2025-04-07,67818.15,expense,Marketing,Raw material purchase,Fusion IT Services,,bank_transfer,REF2025228505,INV-2025-96443,0.0,0.0,completed,
7278,duplicate_flagged,Same invoice number as an existing transaction,2023-10-07,20989.16,tax,Other Expense,TDS remittance to government,,,credit_card,REF2023791917,INV-2023-35543,0.0,0.0,pending,
7279,imported,,2025-09-13,467382.33,investment,Travel,Fixed deposit placement,,,cheque,REF2025363616,INV-2025-86686,0.0,0.0,pending,
7280,duplicate_flagged,Same invoice number as an existing transaction,2023-07-10,52929.89,expense,Rent,Employee salary disbursement,,,cash,REF2023601855,INV-2023-89222,13232.47,0.0,completed,
7281,duplicate_flagged,Same invoice number as an existing transaction,2021-05-07,100631.02,expense,Marketing,Employee salary disbursement,CloudNet Hosting,,net_banking,REF2021528740,INV-2021-37694,9434.16,0.0,completed,
7282,imported,,2024-03-12,230723.35,income,Other Income,Export order payment,,Corporate Client,bank_transfer,REF2024572721,INV-2024-49069,0.0,0.0,completed,
7283,imported,,2024-06-14,38345.79,expense,Professional Fees,Business travel expense,Delta Security Services,,credit_card,REF2024329899,INV-2024-15886,0.0,0.0,completed,
7284,imported,,2022-05-31,42869.03,expense,Professional Fees,Electricity bill payment,Skyline Advertising,,bank_transfer,REF2022843014,INV-2022-62712,4593.11,0.0,completed,
7285,imported,,2021-04-16,1703909.03,loan,Office Supplies,Loan disbursement received,Reliable Electricals,,cheque,REF2021168011,INV-2021-31344,0.0,0.0,completed,
7286,imported,,2022-12-01,305786.99,income,Service Revenue,Client project milestone payment,,Walk-in Customer,cheque,REF2022556703,INV-2022-95054,34947.08,0.0,completed,
7287,imported,,2025-05-26,11668.95,expense,Professional Fees,Business travel expense,,,net_banking,REF2025518987,INV-2025-39093,0.0,233.38,completed,
7288,duplicate_flagged,Same reference number as an existing transaction,2023-03-06,139332.95,expense,Utilities,Vendor invoice settlement,Reliable Electricals,,bank_transfer,REF2023775581,INV-2023-99292,13062.46,0.0,pending,
7289,imported,,2021-10-07,2824.02,expense,Marketing,Business travel expense,Apex Office Supplies,,upi,REF2021133412,INV-2021-88592,397.13,0.0,completed,
7290,imported,,2021-10-25,589305.96,investment,Rent,Mutual fund investment,,,upi,REF2021908761,INV-2021-20724,0.0,0.0,completed,
7291,imported,,2022-01-15,23144.27,expense,Salaries,Courier and freight charges,Reliable Electricals,,bank_transfer,REF2022411090,INV-2022-74957,0.0,2314.43,completed,
7292,imported,,2026-02-28,1947.18,adjustment,Salaries,Rounding-off adjustment,,,net_banking,REF2026393589,INV-2026-43134,0.0,0.0,completed,
7293,duplicate_flagged,Same invoice number as an existing transaction,2023-08-12,143854.13,income,Interest Income,Retainer fee received,,,upi,REF2023222854,INV-2023-16411,0.0,0.0,completed,
7294,imported,,2021-06-14,178956.14,salary,Salaries,Monthly salary payout,,,net_banking,REF2021348745,INV-2021-80860,0.0,8947.81,cancelled,
7295,duplicate_flagged,Same invoice number as an existing transaction,2023-05-20,382725.39,income,Service Revenue,Invoice payment received,,,debit_card,REF2023245060,INV-2023-41803,0.0,0.0,completed,
7296,imported,,2025-11-03,135106.87,expense,Marketing,Raw material purchase,Apex Office Supplies,,credit_card,REF2025273538,INV-2025-91178,15440.79,0.0,completed,
7297,imported,,2022-12-20,385261.65,loan,Travel,Business loan EMI,Metro Logistics,,bank_transfer,REF2022881518,INV-2022-88395,0.0,0.0,completed,
7298,duplicate_flagged,Same invoice number as an existing transaction,2021-04-18,144679.58,expense,Other Expense,Electricity bill payment,Reliable Electricals,,net_banking,REF2021871661,INV-2021-32544,0.0,0.0,completed,
7299,imported,,2024-08-11,12015.27,expense,Travel,Vendor invoice settlement,Metro Logistics,,cheque,REF2024828040,INV-2024-98254,0.0,0.0,cancelled,
7300,imported,,2021-04-14,219425.86,tax,Other Expense,Advance tax payment,Skyline Advertising,,bank_transfer,REF2021760578,INV-2021-23033,0.0,0.0,pending,
7301,imported,,2024-04-06,10789.93,expense,Rent,Electricity bill payment,Fusion IT Services,,bank_transfer,REF2024829599,INV-2024-84316,1011.56,0.0,completed,
7302,duplicate_flagged,Same invoice number as an existing transaction,2022-09-20,3979.42,adjustment,Salaries,Rounding-off adjustment,,,bank_transfer,REF2022340521,INV-2022-34951,0.0,79.59,completed,
7303,imported,,2022-10-25,466919.92,income,Other Income,Client project milestone payment,,Walk-in Customer,upi,REF2022874347,INV-2022-42817,0.0,0.0,completed,
7304,imported,,2022-01-17,16612.09,salary,Salaries,Staff salary - payroll run,,,bank_transfer,REF2022417271,INV-2022-77962,0.0,332.24,completed,
7305,imported,,2026-01-01,140717.09,expense,Rent,Monthly office rent,Metro Logistics,,bank_transfer,REF2026659142,INV-2026-93888,0.0,0.0,pending,
7306,duplicate_flagged,Same invoice number as an existing transaction,2024-05-25,30004.54,income,Other Income,Client project milestone payment,,,bank_transfer,REF2024975187,INV-2024-59083,0.0,0.0,completed,
7307,imported,,2023-02-12,66669.94,income,Service Revenue,Client project milestone payment,,Retail Buyer,cash,REF2023629142,INV-2023-67229,6779.99,0.0,completed,
7308,imported,,2024-10-14,93230.91,salary,Salaries,Monthly salary payout,,,net_banking,REF2024949184,INV-2024-23357,0.0,0.0,completed,
7309,duplicate_flagged,Same invoice number as an existing transaction,2025-07-27,7197.71,other,Travel,Sundry payment,,,credit_card,REF2025577576,INV-2025-93719,0.0,0.0,completed,
7310,imported,,2022-11-09,358429.94,income,Other Income,Retainer fee received,,,upi,REF2022647433,INV-2022-82791,0.0,0.0,completed,
7311,imported,,2023-01-28,28981.78,expense,Salaries,Courier and freight charges,Skyline Advertising,,upi,REF2023364098,INV-2023-90183,0.0,0.0,completed,
7312,duplicate_flagged,Same invoice number as an existing transaction,2024-10-26,148012.56,expense,Rent,Raw material purchase,Fusion IT Services,,upi,REF2024108155,INV-2024-17281,15052.12,0.0,completed,
7313,imported,,2025-04-01,364078.59,income,Other Income,Client project milestone payment,,Corporate Client,credit_card,REF2025437947,INV-2025-20236,14221.82,0.0,completed,
7314,imported,,2022-12-13,367687.29,income,Interest Income,Export order payment,,Corporate Client,net_banking,REF2022278433,INV-2022-18754,0.0,0.0,completed,
7315,imported,,2022-12-04,294.27,adjustment,Other Expense,Accounting adjustment entry,,,cheque,REF2022859507,INV-2022-34607,0.0,0.0,pending,
7316,imported,,2023-06-20,114485.3,expense,Professional Fees,Monthly office rent,,,wallet,REF2023632278,INV-2023-90505,10733.0,0.0,completed,
7317,imported,,2023-04-03,31408.23,expense,Bank Charges,Monthly office rent,Delta Security Services,,bank_transfer,REF2023603537,INV-2023-40926,0.0,0.0,completed,
7318,imported,,2024-08-01,73430.01,income,Sales,Retainer fee received,,Corporate Client,bank_transfer,REF2024246321,INV-2024-25755,19581.34,0.0,cancelled,
7319,duplicate_flagged,Same invoice number as an existing transaction,2024-04-14,6099.43,tax,Other Expense,TDS remittance to government,,,net_banking,REF2024929584,INV-2024-65150,0.0,0.0,completed,
7320,imported,,2024-01-23,1761612.82,loan,Professional Fees,Loan disbursement received,Greenfield Packaging,,upi,REF2024901550,INV-2024-35782,0.0,0.0,completed,
7321,imported,,2025-03-05,104278.59,salary,Salaries,Monthly salary payout,,,bank_transfer,REF2025912881,INV-2025-70651,0.0,10427.86,completed,
7322,imported,,2021-04-15,1386.01,expense,Marketing,Electricity bill payment,Reliable Electricals,,upi,REF2021517373,INV-2021-46347,194.91,0.0,completed,
7323,imported,,2023-01-04,44234.73,expense,Office Supplies,Software subscription renewal,CloudNet Hosting,,upi,REF2023625148,INV-2023-77261,4498.45,0.0,completed,
7324,duplicate_flagged,Same reference number as an existing transaction,2023-03-06,139332.95,expense,Utilities,Monthly office rent,Reliable Electricals,,credit_card,REF2023775581,INV-2023-99292,14928.53,0.0,completed,
7325,imported,,2024-10-17,23912.79,expense,Salaries,Courier and freight charges,Metro Logistics,,upi,REF2024282476,INV-2024-51143,0.0,239.13,completed,
7326,imported,,2022-02-17,93827.62,income,Service Revenue,Client project milestone payment,,,upi,REF2022584420,INV-2022-84192,0.0,0.0,completed,
7327,imported,,2024-02-17,48949.07,income,Interest Income,Invoice payment received,,,credit_card,REF2024606267,INV-2024-98541,0.0,0.0,completed,
7328,imported,,2024-04-27,81508.62,income,Sales,Export order payment,,Corporate Client,bank_transfer,REF2024850344,INV-2024-35945,3881.36,0.0,pending,
7329,imported,,2022-01-31,235082.67,income,Interest Income,Retainer fee received,,,net_banking,REF2022738612,INV-2022-20618,55782.33,0.0,completed,
7330,imported,,2025-03-17,419730.11,income,Other Income,Invoice payment received,,Corporate Client,upi,REF2025254472,INV-2025-87515,44971.08,0.0,completed,
7331,imported,,2021-05-21,161838.64,income,Interest Income,Export order payment,,,net_banking,REF2021377757,INV-2021-97962,38402.39,0.0,completed,
7332,imported,,2022-06-17,287751.82,income,Other Income,Invoice payment received,,,bank_transfer,REF2022375608,INV-2022-53164,12192.87,0.0,cancelled,
7333,imported,,2023-09-23,14962.55,tax,Bank Charges,TDS remittance to government,,,cash,REF2023489714,INV-2023-13790,0.0,0.0,pending,
7334,imported,,2025-05-31,402814.78,income,Service Revenue,Client project milestone payment,,Walk-in Customer,net_banking,REF2025701643,INV-2025-72127,43158.73,0.0,completed,
7335,imported,,2022-01-18,348692.19,income,Sales,Client project milestone payment,,Corporate Client,upi,REF2022714317,INV-2022-93404,39850.54,0.0,completed,
7336,imported,,2022-08-31,472292.89,income,Service Revenue,Invoice payment received,,,upi,REF2022914137,INV-2022-64421,44277.46,0.0,completed,
7337,duplicate_flagged,Same invoice number as an existing transaction,2022-04-21,116265.67,expense,Bank Charges,Business travel expense,,,upi,REF2022378355,INV-2022-27799,0.0,0.0,completed,
7338,imported,,2023-11-29,175111.34,income,Service Revenue,Retainer fee received,,Corporate Client,net_banking,REF2023275876,INV-2023-67720,16416.69,0.0,completed,
7339,imported,,2024-08-15,70535.78,expense,Salaries,Raw material purchase,Horizon Freight,,bank_transfer,REF2024409002,INV-2024-16388,0.0,0.0,completed,
7340,imported,,2022-08-09,193080.6,salary,Salaries,Staff salary - payroll run,,,net_banking,REF2022508695,INV-2022-72731,0.0,9654.03,pending,
7341,imported,,2026-05-02,18991.57,salary,Salaries,Monthly salary payout,,,credit_card,REF2026450635,INV-2026-72811,0.0,0.0,completed,
7342,imported,,2021-09-30,132810.41,salary,Salaries,Staff salary - payroll run,,,upi,REF2021918688,INV-2021-65070,0.0,6640.52,completed,
7343,imported,,2024-08-26,225463.29,income,Service Revenue,Service contract payment,,Retail Buyer,upi,REF2024684974,INV-2024-12968,0.0,0.0,completed,
7344,imported,,2025-07-05,389471.44,income,Other Income,Service contract payment,,Walk-in Customer,net_banking,REF2025681754,INV-2025-26582,44511.02,0.0,completed,
7345,duplicate_flagged,Same invoice number as an existing transaction,2022-05-02,44807.67,expense,Bank Charges,Courier and freight charges,,,wallet,REF2022152930,INV-2022-83697,0.0,0.0,completed,
7346,imported,,2022-06-25,102574.5,salary,Salaries,Staff salary - payroll run,,,other,REF2022597961,INV-2022-91561,0.0,0.0,completed,
7347,imported,,2022-07-02,8460.81,tax,Other Expense,Advance tax payment,Greenfield Packaging,,cash,REF2022536968,INV-2022-23389,0.0,0.0,completed,
7348,imported,,2022-10-17,146047.51,expense,Salaries,Business travel expense,CloudNet Hosting,,upi,REF2022684574,INV-2022-75603,0.0,7302.38,completed,
7349,imported,,2022-12-26,142495.77,expense,Rent,Raw material purchase,,,cash,REF2022674414,INV-2022-73718,24427.85,0.0,completed,
7350,imported,,2024-08-02,148591.81,expense,Utilities,Vendor invoice settlement,,,cash,REF2024842995,INV-2024-44214,0.0,0.0,completed,
7351,imported,,2026-03-11,128102.92,expense,Office Supplies,Business travel expense,Fusion IT Services,,credit_card,REF2026671680,INV-2026-48827,21960.5,0.0,completed,
7352,duplicate_flagged,Same invoice number as an existing transaction,2024-01-07,407366.71,income,Other Income,Client project milestone payment,,,net_banking,REF2024752884,INV-2024-73575,0.0,0.0,completed,
7353,imported,,2021-08-26,68591.81,transfer,Office Supplies,Petty cash transfer,,,cash,REF2021705625,INV-2021-25330,0.0,0.0,completed,
7354,imported,,2025-07-28,135146.96,expense,Salaries,Employee salary disbursement,Skyline Advertising,,cheque,REF2025757955,INV-2025-87229,0.0,2702.94,completed,
